CHR	startp	endp	n.sgRNAs	avg.logFC	guideIdx
3	184084511	184085985	3	-2.338	19700, 19702
3	184085978	197707217	473	-0	19703, 20175
4	265908	4418988	276	-0	20176, 20451
4	4458933	4461120	3	-3.1483	20452, 20454
4	4461155	25382111	373	0	20455, 20827
4	25390482	25396490	3	-2.2847	20828, 20830
4	25665913	57314748	477	-0	20831, 21307
4	57335849	57340516	3	-2.0635	21308, 21310
4	57349344	57843392	38	-0	21311, 21348
4	57857003	57876606	5	-1.9106	21349, 21353
4	57976128	103681959	948	0.0023	21354, 22301
4	103722635	103730979	5	-1.6692	22302, 22306
4	103790322	120528383	293	0.0068	22307, 22599
4	120982079	120986962	5	-1.3927	22600, 22604
4	121738063	122682823	29	-0	22605, 22633
4	122723865	122744639	9	-1.2524	22634, 22642
4	122744642	145628315	266	-0	22643, 22908
4	145916714	146038543	10	-1.6705	22909, 22918
4	146067408	190876209	728	0.0021	22919, 23646
5	143220	32739128	370	-0	23647, 24016
5	33453456	33456282	4	-2.3865	24017, 24020
5	33457356	61657115	535	-0	24021, 24555
5	61689837	61745827	8	-1.4041	24556, 24563
5	61747639	81474407	493	0	24564, 25056
5	81572231	81573586	5	-2.5962	25057, 25061
5	81606008	112174650	313	-0	25062, 25374
5	112198245	112200367	6	-1.9383	25375, 25380
5	112238142	125939355	206	0	25381, 25586
5	125939707	125939835	3	-1.8478	25587, 25589
5	125967495	140027105	591	0.0048	25590, 26180
5	140031325	140044657	7	-1.2892	26181, 26187
5	140047818	145483765	387	-0	26188, 26574
5	145523857	145544014	5	-1.6867	26575, 26579
5	145609317	180687573	1169	0.0039	26580, 27748
6	311927	33237532	1676	0.0047	27749, 29424
6	33240486	33243780	3	-2.5338	29425, 29427
6	33245357	33245752	5	0.2462	29428, 29432
6	33255409	33258169	10	-1.0557	29433, 29442
6	33263795	35424080	163	-0	29443, 29605
6	35436786	35438075	5	-2.105	29606, 29610
6	35445080	36492229	103	-0	29611, 29713
6	36564656	36566667	3	-3.9323	29714, 29716
6	36566695	36652121	6	0.7962	29717, 29722
6	36742736	41774588	225	-0	29723, 29947
6	41877063	41898395	10	-0.9632	29948, 29957
6	41903788	43593584	212	0	29958, 30169
6	43604169	43613055	7	-0.9526	30170, 30176
6	43618163	76024540	587	-0	30177, 30763
6	76124500	76386808	6	-0.9296	30764, 30769
6	76551077	88344611	200	0.0101	30770, 30969
6	88387621	88411295	5	-1.7152	30970, 30974
6	88757778	90347567	58	-0	30975, 31032
6	90428325	90504447	5	-1.7232	31033, 31037
6	90604448	117996991	511	-0	31038, 31548
6	117996983	117997249	3	-3.7545	31549, 31551
6	118475761	133108718	305	-0.014	31552, 31856
6	133136162	133138129	4	-2.8591	31857, 31860
6	133767861	144263514	224	0	31861, 32084
6	144416451	144416569	5	-1.7974	32085, 32089
6	144507850	149721697	62	-0	32090, 32151
6	149721710	149862673	6	-0.796	32152, 32157
6	149893458	153077310	117	0	32158, 32274
6	153296098	153296565	5	-1.6246	32275, 32279
6	153316399	160196343	147	0	32280, 32426
6	160202122	160205806	5	-1.4171	32427, 32431
6	160212005	170697463	215	-0.0294	32432, 32646
6	170852730	170858158	4	-3.1961	32647, 32650
6	170862217	170889166	7	0	32651, 32657
6	170892143	170893598	6	-1.6846	32658, 32663
7	193329	2317881	116	0	32664, 32779
7	2400357	2404044	5	-1.8847	32780, 32784
7	2472569	19184900	348	0	32785, 33132
7	19739884	19748459	5	-2.0676	33133, 33137
7	19765247	42950287	552	4e-4	33138, 33689
7	42964272	42966225	4	-2.3793	33690, 33693
7	42966979	44191918	82	-0	33694, 33775
7	44245993	44247051	5	-1.422	33776, 33780
7	44282214	44579696	15	0	33781, 33795
7	44611316	44613228	5	-1.3542	33796, 33800
7	44621070	54617704	167	-0	33801, 33967
7	54823525	54825209	4	-1.6289	33968, 33971
7	55211103	56087432	39	-0	33972, 34010
7	56125674	56126139	4	-1.8136	34011, 34014
7	56132045	66410198	137	0.0143	34015, 34151
7	66459193	66460321	5	-2.2246	34152, 34156
7	66463796	99673230	815	0	34157, 34971
7	99686907	99696293	10	-1.1561	34972, 34981
7	99700491	102996162	336	0.0063	34982, 35317
7	102996172	103003897	4	-2.6732	35318, 35321
7	103051939	105148845	29	0	35322, 35350
7	105182998	105190738	5	-1.8146	35351, 35355
7	105260677	151135241	1253	-0	35356, 36608
7	151168647	151188066	5	-1.6859	36609, 36613
7	151265856	158902568	116	0.0137	36614, 36729
8	193783	20066989	376	0	36730, 37105
8	20067909	20069232	4	-1.6366	37106, 37109
8	20110656	30361951	391	-0	37110, 37500
8	30469865	30492570	5	-2.2988	37501, 37505
8	30502906	33310768	53	0	37506, 37558
8	33346104	33369498	6	-1.5818	37559, 37564
8	33369608	56866504	418	-0.0071	37565, 37982
8	56879274	56986630	5	-2.329	37983, 37987
8	57026074	99015945	735	0.0071	37988, 38722
8	99054961	99057224	3	-2.457	38723, 38725
8	99101356	121463575	360	-0	38726, 39085
8	121473460	121483103	2	-3.0049	39086, 39087
8	121500436	128428416	139	0	39088, 39226
8	128750568	128751144	5	-1.3427	39227, 39231
8	130774913	144896189	354	0	39232, 39585
8	144900053	144900676	5	-2.3879	39586, 39590
8	144921226	145641340	109	-0	39591, 39699
8	145650387	145651161	4	-2.4943	39700, 39703
8	145651419	145669319	6	-0.8006	39704, 39709
8	145689836	146002939	59	0	39710, 39768
8	146016816	146017426	5	-2.0073	39769, 39773
8	146032643	146278539	35	0	39774, 39808
9	117370	33060558	508	-0	39809, 40316
9	33062041	33071746	4	-2.2431	40317, 40320
9	33135269	35044242	172	0	40321, 40492
9	35061671	35067921	5	-2.2376	40493, 40497
9	35076763	86586966	525	-0	40498, 41022
9	86586979	86591981	4	-2.6995	41023, 41026
9	86616071	101900365	425	-0.002	41027, 41451
9	101983827	101984920	6	-1.7876	41452, 41457
9	101990175	113538117	240	0	41458, 41697
9	113703947	113704403	5	-1.5903	41698, 41702
9	114176795	127083816	413	-0	41703, 42115
9	127167692	127177156	5	-1.846	42116, 42120
9	127262434	140919541	1162	0.0015	42121, 43282
10	93862	909747	16	-0	43283, 43298
10	1041894	1044993	5	-1.6017	43299, 43303
10	1065728	11911717	182	0	43304, 43485
10	12041903	12071199	4	-1.2805	43486, 43489
10	12071461	12252333	17	-0	43490, 43506
10	12257752	12802974	5	-1.2987	43507, 43511
10	12802964	43089983	562	-7e-4	43512, 44073
10	43090002	43292436	6	-1.0218	44074, 44079
10	43596047	51584668	240	0	44080, 44319
10	51612928	51620345	5	-1.3437	44320, 44324
10	51768708	61898743	99	0	44325, 44423
10	62544557	62551755	5	-1.5219	44424, 44428
10	62648443	74914101	390	-0	44429, 44818
10	74914114	74920301	3	-1.7355	44819, 44821
10	74937668	79781371	164	-0	44822, 44985
10	79784796	79796997	7	-1.8881	44986, 44992
10	79797040	120789792	1363	0	44993, 46355
10	120818829	120830587	5	-1.8081	46356, 46360
10	120871380	127512292	232	-0	46361, 46592
10	127515188	127520187	4	-1.1016	46593, 46596
10	127542540	135439049	198	-0	46597, 46794
11	193748	8496329	662	-0	46795, 47456
11	8705551	8706440	5	-2.1893	47457, 47461
11	8736212	9519288	58	-0	47462, 47519
11	9598087	9598767	4	-2.1557	47520, 47523
11	9603169	12518013	81	0	47524, 47604
11	12901373	13387088	7	-1.3939	47605, 47611
11	13388301	14317325	24	0	47612, 47635
11	14498549	14539238	10	-2.109	47636, 47645
11	14666446	18497125	149	-0	47646, 47794
11	18528407	18537662	4	-1.6853	47795, 47798
11	18579777	33080607	243	-0	47799, 48041
11	33123746	33163452	7	-1.2165	48042, 48048
11	33163452	46747709	298	0	48049, 48346
11	46797891	46818461	5	-1.7718	48347, 48351
11	46905434	47435061	54	-0	48352, 48405
11	47445623	47446685	5	-1.7622	48406, 48410
11	47464307	64881053	972	1e-4	48411, 49382
11	64884526	64889084	10	-1.4355	49383, 49392
11	64891991	67166515	403	0	49393, 49795
11	67167054	67168335	4	-1.489	49796, 49799
11	67171782	69063484	172	0	49800, 49971
11	69456199	69488073	10	-1.4659	49972, 49981
11	69518403	74994533	301	-0	49982, 50282
11	75112710	75115103	4	-2.4987	50283, 50286
11	75141008	122852238	1353	0.0023	50287, 51639
11	122930588	122931441	3	-2.6928	51640, 51642
11	122931885	125479363	121	0	51643, 51763
11	125497635	125503244	4	-1.6704	51764, 51767
11	125513697	134257463	241	-0	51768, 52008
12	247583	7065322	401	-0	52009, 52409
12	7077675	7090788	7	-1.3793	52410, 52416
12	7091008	69145955	2547	0	52417, 54963
12	69207386	69264167	6	-2.2889	54964, 54969
12	69265562	69982042	26	0	54970, 54995
12	69983415	69986788	3	-2.3895	54996, 54998
12	70004163	112580065	1058	0.0034	54999, 56056
12	112844677	112888240	5	-1.8493	56057, 56061
12	112892370	131306258	656	-0.0097	56062, 56717
12	131357571	131359230	5	-3.1664	56718, 56722
12	131456056	133810758	138	-0	56723, 56860
13	19751240	115090544	1535	0.0017	56861, 58395
14	19553559	21792827	167	0	58396, 58562
14	21831087	21838032	5	-2.0312	58563, 58567
14	21870637	23465426	100	0.0699	58568, 58667
14	23495487	23502895	9	-2.6609	58668, 58676
14	23503974	23790824	52	-0	58677, 58728
14	23790985	23792596	4	-2.2629	58729, 58732
14	23817764	24707478	165	0	58733, 58897
14	24710884	24711455	5	-1.2334	58898, 58902
14	24728315	24729879	5	-0.2418	58903, 58907
14	24738295	24739275	4	-1.3294	58908, 58911
14	24739657	31112551	109	0	58912, 59020
14	31122704	31143142	4	-3.0939	59021, 59024
14	31346856	35331380	76	-0.0306	59025, 59100
14	35476506	35482685	5	-3.2409	59101, 59105
14	35522477	35739664	21	-0	59106, 59126
14	35780003	35782165	5	-3.22	59127, 59131
14	35872041	53178144	320	-0	59132, 59451
14	53178220	53180702	2	-4.3682	59452, 59453
14	53213170	53251266	10	-0.3694	59454, 59463
14	53345361	53417184	5	-1.5496	59464, 59468
14	53570521	58686427	131	-0	59469, 59599
14	58718938	58727743	4	-3.5096	59600, 59603
14	58772807	65543386	234	0	59604, 59837
14	65544655	66136013	10	-0.9675	59838, 59847
14	66136098	67769185	19	-0	59848, 59866
14	67812557	67847464	8	-1.5207	59867, 59874
14	67847457	75420635	358	-0	59875, 60232
14	75469812	75471532	5	-1.7746	60233, 60237
14	75514853	100795081	667	0.0042	60238, 60904
14	100813114	100848054	10	-1.0511	60905, 60914
14	101005323	103803044	95	0	60915, 61009
14	103803069	103804685	3	-2.3246000000000002	61010, 61012
14	103804738	105718872	156	0	61013, 61168
14	105739054	105739111	3	-2.5676	61169, 61171
14	105752620	105995640	37	0	61172, 61208
15	22833636	35086896	233	0	61209, 61441
15	35198836	35224618	5	-1.4787	61442, 61446
15	35274591	44092917	475	0	61447, 61921
15	44092908	44109616	9	-1.1665	61922, 61930
15	44127265	78807417	1310	-0.0046	61931, 63240
15	78837238	78838074	4	-2.3447	63241, 63244
15	78838080	82336800	126	0	63245, 63370
15	82520556	82532873	5	-1.5093	63371, 63375
15	82564023	83527802	28	0	63376, 63403
15	83527860	83658708	7	-0.7201	63404, 63410
15	83677408	90039669	165	0	63411, 63575
15	90118915	90135402	5	-1.6348	63576, 63580
15	90191533	101816865	268	-0.0145	63581, 63848
15	101827198	101832254	5	-1.8254	63849, 63853
15	102190191	102264420	10	0.061	63854, 63863
16	97538	2546833	516	-0.0027	63864, 64379
16	2569219	2569350	5	-1.4002	64380, 64384
16	2570879	2580921	10	-0.1696	64385, 64394
16	2611476	2631693	4	-1.1059	64395, 64398
16	2631685	3021702	61	0	64399, 64459
16	3025675	3026701	5	-1.0965	64460, 64464
16	3063518	4385156	152	-0	64465, 64616
16	4390942	4391496	5	-1.0448	64617, 64621
16	4414295	5112568	109	0	64622, 64730
16	5121988	5140504	5	-1.6776	64731, 64735
16	5140499	8953090	33	-0	64736, 64768
16	9004617	9017267	5	-1.2059	64769, 64773
16	9186815	11873148	91	-0.0229	64774, 64864
16	11935833	11990484	10	-1.9063	64865, 64874
16	12059277	15166828	53	-0	64875, 64927
16	15166920	15463902	5	-1.5927	64928, 64932
16	15489823	18573243	58	0	64933, 64990
16	18796106	18799477	3	-2.4045	64991, 64993
16	18806832	23662148	261	-0	64994, 65254
16	23669828	23692273	9	-1.2094	65255, 65263
16	23712416	24552120	22	-0	65264, 65285
16	24557509	24557565	3	-2.448	65286, 65288
16	24578472	30365590	313	-0	65289, 65601
16	30376461	30387511	7	-1.0821	65602, 65608
16	30387518	46652252	257	0.0062	65609, 65865
16	46708277	46726458	10	-1.0634	65866, 65875
16	46766289	57490527	319	-0	65876, 66194
16	57496940	57503214	5	-1.3228	66195, 66199
16	57509056	69783154	598	0.0077	66200, 66797
16	69786175	69788521	3	-1.4403	66798, 66800
16	69832618	70154588	16	0.4198	66801, 66816
16	70165198	70310968	15	-0.4842	66817, 66831
16	70358549	70557300	25	0.2514	66832, 66856
16	70566489	70589104	5	-1.2007	66857, 66861
16	70688489	75654193	206	-0	66862, 67067
16	75654526	75675508	6	-1.2256	67068, 67073
16	75681903	88808490	376	0	67074, 67449
16	88871049	88872178	4	-1.3371	67450, 67453
16	88872245	89592754	50	-0	67454, 67503
16	89627630	89627783	5	-2.1229	67504, 67508
16	89644043	90141422	99	-0	67509, 67607
17	96911	4693328	377	-0.005	67608, 67984
17	4700035	4701081	4	-1.9502	67985, 67988
17	4711274	7385884	369	7e-4	67989, 68357
17	7401396	7406567	5	-1.701	68358, 68362
17	7452588	7557436	49	0	68363, 68411
17	7578415	7579588	5	2.209	68412, 68416
17	7592084	8093223	99	-0	68417, 68515
17	8110110	8110628	5	-1.6237	68516, 68520
17	8137819	30689950	934	0.0045	68521, 69454
17	30774030	30796216	5	-1.9489	69455, 69459
17	30814784	36895878	351	-0.0066	69460, 69810
17	36909505	36912221	4	-2.4881	69811, 69814
17	36912225	40914648	637	-0	69815, 70451
17	40925868	40927487	5	-2.2346	70452, 70456
17	40932895	41141497	62	-0	70457, 70518
17	41151965	41154708	4	-1.8959	70519, 70522
17	41154705	41477395	36	0	70523, 70558
17	41567780	41584490	5	-1.4305	70559, 70563
17	41606977	44720519	277	-0	70564, 70840
17	44751801	44771293	4	-2.5232	70841, 70844
17	44847183	45056288	20	-0	70845, 70864
17	45229258	45249396	5	-1.7395	70865, 70869
17	45297258	47699391	231	0	70870, 71100
17	47783226	47783659	3	-1.7559	71101, 71103
17	47783649	56700274	350	0	71104, 71453
17	56770099	56772439	5	-1.0525	71454, 71458
17	56772506	57168718	11	0	71459, 71469
17	57196726	57208726	5	-1.3379	71470, 71474
17	57232302	65343602	348	0.0084	71475, 71822
17	65346348	65362549	4	-2.6427	71823, 71826
17	65529044	78083810	691	0.0059	71827, 72517
17	78113523	78120652	5	-2.2653	72518, 72522
17	78156527	78969514	36	0	72523, 72558
17	78969536	78970877	4	-1.4538	72559, 72562
17	79031679	81043082	300	-0	72563, 72862
18	163417	77960791	1317	0.0025	72863, 74179
19	282291	1094045	182	-0.0255	74180, 74361
19	1105218	1105480	5	-2.5293	74362, 74366
19	1119021	1428868	60	-0	74367, 74426
19	1440031	1440196	2	-1.7849	74427, 74428
19	1455462	5687621	545	-0	74429, 74973
19	5690598	5691428	5	-2.2726	74974, 74978
19	5696754	7676629	221	-0	74979, 75199
19	7689309	7693119	5	-1.7237	75200, 75204
19	7695510	9929294	262	0.0088	75205, 75466
19	9939295	9939362	3	-2.2236	75467, 75469
19	9949179	13879455	565	0	75470, 76034
19	13885371	13888908	5	-1.0405	76035, 76039
19	13910563	17953889	448	-0	76040, 76487
19	17972904	17972970	3	-1.9899	76488, 76490
19	17983255	18678002	111	-0	76491, 76601
19	18684479	18685749	5	-1.6926	76602, 76606
19	18699811	39322039	1083	0.0021	76607, 77689
19	39334646	39336572	5	-1.6326	77690, 77694
19	39360822	39867121	86	0	77695, 77780
19	39879615	39882250	7	-0.9525	77781, 77787
19	39883093	39924315	14	-0	77788, 77801
19	39924324	39960855	8	-1.481	77802, 77809
19	39971350	40430488	61	-0	77810, 77870
19	40478379	40480467	3	-2.3515	77871, 77873
19	40480518	42352564	242	0.0081	77874, 78115
19	42365186	42373171	5	-2.2386	78116, 78120
19	42383096	49982311	1141	-0	78121, 79261
19	49993474	50001272	9	-1.5486	79262, 79270
19	50017239	54625304	704	-0	79271, 79974
19	54625906	54649457	9	-1.0242	79975, 79983
19	54660670	54696149	20	0	79984, 80003
19	54705350	54710338	5	-1.8745	80004, 80008
19	54725025	55895445	242	-0	80009, 80250
19	55897933	55915821	13	-0.8771	80251, 80263
19	55915827	58880533	432	-0	80264, 80695
19	58904432	58904790	4	-2.033	80696, 80699
19	58921435	59059892	40	-0	80700, 80739
19	59063659	59063809	5	-2.1939	80740, 80744
19	59068123	59082663	10	-0.4216	80745, 80754
20	76696	60937561	2336	0.001	80755, 83090
20	60962702	60962967	5	-2.4803	83091, 83095
20	60968607	62896703	257	-0	83096, 83352
21	10942739	27097648	76	-0	83353, 83428
21	27097652	27130334	8	-1.0673	83429, 83436
21	27130404	30411401	41	0	83437, 83477
21	30435732	30437432	3	-2.2919	83478, 83480
21	30439064	34924813	248	0	83481, 83728
21	34955901	34971554	6	-1.697	83729, 83734
21	34974526	48068418	579	0.0074	83735, 84313
22	17072628	19435230	146	0	84314, 84459
22	19455459	19492945	10	-1.364	84460, 84469
22	19511403	21224798	123	-0	84470, 84592
22	21272329	21288087	5	-1.4217	84593, 84597
22	21328134	21997298	55	-0	84598, 84652
22	22025322	22058142	9	-0.7705	84653, 84661
22	22064919	24944032	174	-0	84662, 84835
22	24953709	24964019	5	-1.4282	84836, 84840
22	24982134	38355387	724	-0	84841, 85564
22	38355419	38363128	4	-1.4191	85565, 85568
22	38370034	39629517	147	-0	85569, 85715
22	39713464	39714432	5	-2.7329	85716, 85720
22	39770313	41282475	92	-0	85721, 85812
22	41349556	41360100	5	-1.3681	85813, 85817
22	41523636	41635508	15	0	85818, 85832
22	41652730	41723312	7	-0.641	85833, 85839
22	41726078	41833185	13	0.0561	85840, 85852
22	41863459	41863580	5	-1.6228	85853, 85857
22	41895849	42003332	25	-0	85858, 85882
22	42032154	42076281	10	-1.4253	85883, 85892
22	42086794	42322663	25	-0	85893, 85917
22	42335108	42342465	10	-0.8428	85918, 85927
22	42381994	50944778	394	0	85928, 86321
22	50954929	50956220	5	-1.2734	86322, 86326
22	50962313	51178309	43	0.0026	86327, 86369
22	51182519	51215160	7	-0.5035	86370, 86376
23	306271	13727262	201	-0	86377, 86577
23	13734680	13734750	3	-1.3974	86578, 86580
23	13734769	20074844	193	0	86581, 86773
23	20152073	20156679	5	-2.4637	86774, 86778
23	20193396	54335658	850	0	86779, 87628
23	54467109	54470569	5	-2.1127	87629, 87633
23	54492190	54521692	5	-0.1803	87634, 87638
23	54566632	54570721	4	-1.2424	87639, 87642
23	54574748	64721728	141	0.0101	87643, 87783
23	64748138	64754440	5	-1.1038	87784, 87788
23	64949331	69282834	69	0	87789, 87857
23	69353894	69354653	5	-1.7625	87858, 87862
23	69419189	70523544	108	-0	87863, 87970
23	70588012	70777089	10	-1.1949	87971, 87980
23	70814182	71428212	26	-0	87981, 88006
23	71494910	71495561	3	-2.2581	88007, 88009
23	71521892	119004874	902	0.0169	88010, 88911
23	119004979	119005268	3	-1.9777	88912, 88914
23	119005396	119070379	13	0.1345	88915, 88927
23	119077228	119077362	4	-1.3775	88928, 88931
23	119210965	122532520	61	-0.0663	88932, 88992
23	122774459	122830678	5	-3.2884	88993, 88997
23	123019620	135862912	302	0	88998, 89299
23	135957628	135961499	6	-1.6418	89300, 89305
23	136113190	154774832	578	0.0028	89306, 89883
24	155403	59342522	142	-0	89884, 90025
