CHR	startp	endp	n.sgRNAs	avg.logFC	guideIdx
5	140052062	140057335	7	1.0408	26191, 26197
5	140058645	140084064	13	-1.0621	26198, 26210
5	140166513	145483765	364	-0	26211, 26574
5	145523857	145544014	5	-2.4935	26575, 26579
5	145609317	149792197	198	0.0097	26580, 26777
5	149826442	149826532	2	-3.1385	26778, 26779
5	149901082	159822080	298	0	26780, 27077
5	159840601	159849747	6	-1.9262	27078, 27083
5	159849753	175793596	273	0	27084, 27356
5	175812250	175815447	5	-2.2804	27357, 27361
5	175815947	176730093	80	-0	27362, 27441
5	176731706	176732937	3	-1.8463	27442, 27444
5	176734958	177580680	95	-0	27445, 27539
5	177580670	177580722	3	-1.7365	27540, 27542
5	177631979	179020650	65	0	27543, 27607
5	179044888	179048339	5	-1.1119	27608, 27612
5	179070464	180651672	126	-0	27613, 27738
5	180666171	180670700	5	-1.9458	27739, 27743
5	180687336	180687573	5	0.1421	27744, 27748
6	311927	7393505	185	0	27749, 27933
6	7398927	7404215	4	-2.2547	27934, 27937
6	7542262	8428247	38	0	27938, 27975
6	10404912	10410414	5	-1.2896	27976, 27980
6	10529262	10687392	20	-0.1038	27981, 28000
6	10697697	10704770	5	-1.8632	28001, 28005
6	10726170	26033684	369	0.0072	28006, 28374
6	26043687	26043802	3	-3.6297	28375, 28377
6	26045748	26108193	37	0	28378, 28414
6	26123934	26123994	3	-4.5645	28415, 28417
6	26123999	27799220	202	0.1781	28418, 28619
6	27805924	27833325	10	-2.1767	28620, 28629
6	27834883	27858441	18	0.7893	28630, 28647
6	27858441	29910767	134	-0.0196	28648, 28781
6	29911061	30036906	13	-1.0796	28782, 28794
6	30043127	30550932	56	-0	28795, 28850
6	30551395	30574368	8	-1.65	28851, 28858
6	30587489	30619169	22	0	28859, 28880
6	30630450	30633493	4	-3.244	28881, 28884
6	30638203	31744024	278	0.0077	28885, 29162
6	31752034	31766275	10	-2.5498	29163, 29172
6	31778797	33237532	252	0.0069	29173, 29424
6	33240486	33243780	3	-4.6447	29425, 29427
6	33245357	33256729	10	-0.6028	29428, 29437
6	33257953	33258169	5	-2.9439	29438, 29442
6	33263795	35424080	163	0	29443, 29605
6	35436786	35437252	3	-4.4588	29606, 29608
6	35438013	36492229	105	-0	29609, 29713
6	36564656	36566718	4	-5.1605	29714, 29717
6	36651970	36790848	10	0.1681	29718, 29727
6	36823777	36867394	6	-1.2999	29728, 29733
6	36867385	41774588	214	0	29734, 29947
6	41877063	41898395	10	-1.7347	29948, 29957
6	41903788	43487179	194	0.0138	29958, 30151
6	43487548	43488031	3	-2.7179	30152, 30154
6	43521114	89614564	831	0.0113	30155, 30985
6	89614573	89638757	4	-3.6624	30986, 30989
6	89790792	90347567	43	0	30990, 31032
6	90428325	90504447	5	-2.8897	31033, 31037
6	90604448	111288774	320	-0	31038, 31357
6	111306278	111329290	5	-2.6681	31358, 31362
6	111409068	117996991	186	-0.0174	31363, 31548
6	117996983	117997249	3	-2.3392	31549, 31551
6	118475761	126319272	118	0	31552, 31669
6	126320662	126667419	9	-1.1778	31670, 31678
6	127469791	133108718	178	-0	31679, 31856
6	133136162	133138129	4	-4.0281	31857, 31860
6	133767861	135265108	30	0.1307	31861, 31890
6	135360709	135513669	9	-0.4668	31891, 31899
6	135514990	136564060	16	0.0748	31900, 31915
6	136599305	136599817	5	-1.2498	31916, 31920
6	136687023	144086668	150	0.0355	31921, 32070
6	144165736	144179052	5	-1.7786	32071, 32075
6	144207823	144263514	9	0.0938	32076, 32084
6	144416451	144416569	5	-4.0725	32085, 32089
6	144507850	149721697	62	-0	32090, 32151
6	149721710	149862673	6	-1.5358	32152, 32157
6	149893458	151671543	78	-0.061	32158, 32235
6	151687468	151766818	10	-0.8776	32236, 32245
6	151785629	153077310	29	0.0172	32246, 32274
6	153296098	153296565	5	-2.9475	32275, 32279
6	153316399	159653926	132	0	32280, 32411
6	160105945	160164801	9	-0.902	32412, 32420
6	160169248	160196343	6	0.0606	32421, 32426
6	160202122	160205806	5	-2.9776	32427, 32431
6	160212005	170697463	215	-0.0222	32432, 32646
6	170852730	170858158	4	-4.1314	32647, 32650
6	170862217	170893598	13	0	32651, 32663
7	193329	2317881	116	0.0188	32664, 32779
7	2400357	2402729	4	-2.9817	32780, 32783
7	2404021	6370698	150	0.033	32784, 32933
7	6431567	6441565	4	-1.6538	32934, 32937
7	6472556	7613314	59	0	32938, 32996
7	7677525	7679978	5	-3.1504	32997, 33001
7	8009167	19184900	131	0	33002, 33132
7	19739884	19748459	5	-3.2076	33133, 33137
7	19765247	30634775	318	-0.0044	33138, 33455
7	30640719	30651856	3	-2.5917	33456, 33458
7	30704733	31918661	53	0	33459, 33511
7	32527336	32528922	5	-3.1213	33512, 33516
7	32582847	39446233	131	0	33517, 33647
7	39610110	39612022	5	-3.5124	33648, 33652
7	39649251	42950287	37	0	33653, 33689
7	42964272	42967002	5	-4.4832	33690, 33694
7	42972105	44191918	81	0.0466	33695, 33775
7	44245993	44246064	3	-3.175	33776, 33778
7	44247005	44579696	17	0	33779, 33795
7	44611316	44613228	5	-2.9006	33796, 33800
7	44621070	44664107	6	-0.0306	33801, 33806
7	44684948	44713437	4	-1.4454	33807, 33810
7	44796693	44875183	8	-0.2917	33811, 33818
7	44875174	48018041	73	0.032	33819, 33891
7	48018114	48018340	4	-1.0044	33892, 33895
7	48035721	54617704	72	-0	33896, 33967
7	54823525	54825209	4	-2.0809	33968, 33971
7	55211103	65579907	147	0.0841	33972, 34118
7	65592705	65617270	12	-1.912	34119, 34130
7	65617262	73097631	106	-0	34131, 34236
7	73097631	73105316	6	-2.1287	34237, 34242
7	73118514	98519508	592	-0	34243, 34834
7	98522781	98524968	2	-3.1846	34835, 34836
7	98535375	98998056	24	0.0567	34837, 34860
7	99013784	99013847	3	-2.6536	34861, 34863
7	99013851	99032698	7	1.1187	34864, 34870
7	99045751	99673230	101	-0.0122	34871, 34971
7	99686907	99696293	10	-1.9419	34972, 34981
7	99700491	99702573	5	-0.091	34982, 34986
7	99708868	99711534	5	-2.026	34987, 34991
7	99719921	100028317	66	-0	34992, 35057
7	100028417	100030747	6	-2.0835	35058, 35063
7	100033530	102769039	243	-0	35064, 35306
7	102939116	102944909	5	-2.6371000000000002	35307, 35311
7	102963228	102982304	5	-0.3189	35312, 35316
7	102996139	103003897	5	-3.1422	35317, 35321
7	103051939	117501270	271	-0	35322, 35592
7	117828356	117828450	4	-3.1082	35593, 35596
7	117874491	129297339	255	0	35597, 35851
7	129311345	129348967	4	-2.1139	35852, 35855
7	129479110	156556484	828	0.0039	35856, 36683
7	156619286	156743413	7	-1.3497	36684, 36690
7	156798524	158109545	19	0	36691, 36709
7	158457265	158482650	5	-1.8737	36710, 36714
7	158560333	158902568	15	0	36715, 36729
8	193783	20066989	376	0.0062	36730, 37105
8	20067909	20069232	4	-4.7565	37106, 37109
8	20110656	28574712	344	0.0052	37110, 37453
8	28651401	28695224	5	-2.0972	37454, 37458
8	28827828	30032649	33	0	37459, 37491
8	30032645	30361951	9	-0.3538	37492, 37500
8	30469865	30492570	5	-2.4342	37501, 37505
8	30502906	33310768	53	-0	37506, 37558
8	33346104	33347843	5	-3.9296	37559, 37563
8	33369475	56879297	420	0.0116	37564, 37983
8	56985777	56986630	4	-4.1733	37984, 37987
8	57026074	67089586	149	0	37988, 38136
8	67341489	67341834	5	-1.8025	38137, 38141
8	67356894	67926732	40	0	38142, 38181
8	67970312	67971628	5	-2.2332	38182, 38186
8	68007551	74005120	87	0.016	38187, 38273
8	74204113	74204648	2	-3.7974	38274, 38275
8	74207675	74858985	16	0	38276, 38291
8	74858985	74888625	3	-1.755	38292, 38294
8	74888634	95777499	347	0.0065	38295, 38641
8	95777494	95854643	7	-1.5159	38642, 38648
8	95900219	99015945	74	0	38649, 38722
8	99054961	99057224	3	-4.1918	38723, 38725
8	99101356	118170052	298	-0	38726, 39023
8	118533202	118533297	3	-3.3625	39024, 39026
8	118540909	121457828	58	0	39027, 39084
8	121463552	121500459	4	-2.5577	39085, 39088
8	121705953	128428416	138	-0	39089, 39226
8	128750568	128751144	5	-1.5453	39227, 39231
8	130774913	144896189	354	0	39232, 39585
8	144900053	144900676	5	-5.0188	39586, 39590
8	144921226	145641340	109	0	39591, 39699
8	145650387	145669319	10	-2.8067	39700, 39709
8	145689836	146002939	59	0	39710, 39768
8	146016816	146017426	5	-3.3736	39769, 39773
8	146032643	146278539	35	0	39774, 39808
9	117370	4719229	92	0.0235	39809, 39900
9	4841307	4844607	5	-2.7335	39901, 39905
9	5029860	15210105	137	0.0168	39906, 40042
9	15210155	15444616	6	-1.6276	40043, 40048
9	15474221	19076673	47	0	40049, 40095
9	19089471	19102547	3	-1.6121	40096, 40098
9	19119763	19341015	10	0.0887	40099, 40108
9	19378720	19378881	3	-3.7122	40109, 40111
9	19409173	33034253	204	0	40112, 40315
9	33060535	33071746	5	-5.693	40316, 40320
9	33135269	33443891	32	-0	40321, 40352
9	33469080	33472285	5	-1.7528	40353, 40357
9	33750658	35044242	135	-0	40358, 40492
9	35061671	35067921	5	-3.6168	40493, 40497
9	35076763	37442360	187	0.0158	40498, 40684
9	37493592	37495943	5	-1.2632	40685, 40689
9	37537120	37770023	22	0	40690, 40711
9	37784043	37784877	4	-2.9445	40712, 40715
9	37784914	80144175	231	0	40716, 40946
9	80412523	80537171	5	-1.6743	40947, 40951
9	80851398	86571228	70	-0	40952, 41021
9	86586943	86590385	4	-3.0958	41022, 41025
9	86591958	88842894	34	-0.0513	41026, 41059
9	88842905	88889112	4	-1.6402	41060, 41063
9	88940296	100388176	314	0.0093	41064, 41377
9	100405526	100416135	4	-3.0627	41378, 41381
9	100451814	101900365	70	-0.0531	41382, 41451
9	101983827	101984029	4	-3.0417	41452, 41455
9	101984026	103015222	26	-0	41456, 41481
9	103108441	103204317	6	-1.3834	41482, 41487
9	103204344	104239229	45	0	41488, 41532
9	104302630	104309454	4	-1.8421	41533, 41536
9	104309474	105767118	16	-0	41537, 41552
9	106860770	106876363	5	-1.222	41553, 41557
9	107515202	113007082	118	0	41558, 41675
9	113007104	113013649	4	-3.0401	41676, 41679
9	113013644	116029633	112	0	41680, 41791
9	116029638	116046679	9	-1.9606	41792, 41800
9	116060109	117186734	90	-0	41801, 41890
9	117354822	117359866	4	-2.787	41891, 41894
9	117359859	123888065	102	-0	41895, 41996
9	123888141	123953004	8	-1.1658	41997, 42004
9	124064347	124910560	25	-0	42005, 42029
9	124914551	124914663	3	-1.0998000000000001	42030, 42032
9	124929106	125145855	28	-0	42033, 42060
9	125582670	125585454	5	-1.2561	42061, 42065
9	125627669	127083816	50	0.0143	42066, 42115
9	127167692	127177156	5	-3.7928	42116, 42120
9	127262434	127620351	21	0	42121, 42141
9	127622503	127623744	4	-2.4416	42142, 42145
9	127631683	130507322	139	0.0598	42146, 42284
9	130549834	130550542	5	-3.2711	42285, 42289
9	130566927	131581324	152	0	42290, 42441
9	131581345	131589398	6	-2.1477	42442, 42447
9	131598312	134518658	195	0.0218	42448, 42642
9	134759469	134955140	8	-1.7715	42643, 42650
9	135042349	140919541	632	-0.0019	42651, 43282
10	93862	909747	16	-0	43283, 43298
10	1041894	1044993	5	-2.9174	43299, 43303
10	1065728	6067892	118	0	43304, 43421
10	6143266	6148191	4	-2.2278	43422, 43425
10	6257187	7762906	20	-0	43426, 43445
10	7817734	7841806	10	-1.8445	43446, 43455
10	8006055	11911717	30	-0	43456, 43485
10	12041903	12071484	5	-1.9361	43486, 43490
10	12129560	12252333	16	0	43491, 43506
10	12257752	12259458	4	-3.4343	43507, 43510
