CHR	startp	endp	n.sgRNAs	avg.logFC	guideIdx
11	9603169	10625959	33	-0.0724	47524, 47556
11	10626022	11373962	14	-0.5231	47557, 47570
11	11374137	14317325	65	-2e-4	47571, 47635
11	14498549	14539238	10	-1.3526	47636, 47645
11	14666446	18497125	149	-0.1276	47646, 47794
11	18528407	18537662	4	-1.357	47795, 47798
11	18579777	47435061	607	-0.0805	47799, 48405
11	47445623	47446685	5	-0.8338	48406, 48410
11	47464307	62559392	634	-0.0648	48411, 49044
11	62569413	62594648	6	-0.794	49045, 49050
11	62594829	67166515	745	-0.0641	49051, 49795
11	67167054	67168185	2	-1.4425	49796, 49797
11	67168192	69063484	174	-0.0578	49798, 49971
11	69456199	69488049	9	-0.6402	49972, 49980
11	69488050	69518506	5	-0.1816	49981, 49985
11	69518529	74204594	254	0.021	49986, 50239
11	74305114	74323999	3	-0.9657	50240, 50242
11	74329693	74994533	40	-0.0122	50243, 50282
11	75112710	75115103	4	-0.9831	50283, 50286
11	75141008	113650865	909	0.0016	50287, 51195
11	113698076	113702686	5	0.8334	51196, 51200
11	113780107	134257463	808	-0.0123	51201, 52008
12	247583	25300036	1160	-0.0237	52009, 53168
12	25302608	69145955	1795	-0.1307	53169, 54963
12	69207386	69264167	6	-0.9556	54964, 54969
12	69265562	70724142	54	-0.2064	54970, 55023
12	70760638	110930958	934	-0.0278	55024, 55957
12	110930950	110933838	2	-1.4386	55958, 55959
12	110933925	131306258	758	-0.0173	55960, 56717
12	131357571	131359230	5	-1.7615	56718, 56722
12	131456056	133810758	138	-0.0338	56723, 56860
13	19751240	51921371	853	-0.0448	56861, 57713
13	51956159	52026572	8	-0.8323	57714, 57721
13	52234774	115090544	674	-0.055	57722, 58395
14	19553559	23465426	272	-0.0583	58396, 58667
14	23495487	23502895	9	-0.9885	58668, 58676
14	23503974	24707478	221	0.0031	58677, 58897
14	24710884	24728416	8	-0.4607	58898, 58905
14	24729720	31071260	114	0.017	58906, 59019
14	31112528	31143142	5	-0.7953	59020, 59024
14	31346856	35331380	76	-0.0596	59025, 59100
14	35476506	35482685	5	-1.1489	59101, 59105
14	35522477	35739664	21	-0.0407	59106, 59126
14	35780003	35782165	5	-1.0881	59127, 59131
14	35872041	47530585	155	-0.0401	59132, 59286
14	47530700	50085634	11	-0.5996	59287, 59297
14	50085640	58686427	302	-0.0367	59298, 59599
14	58718938	58727698	3	-1.4861	59600, 59602
14	58727720	67817411	268	-0.0386	59603, 59870
14	67831658	67847464	4	-1.2537	59871, 59874
14	67847457	105688262	1285	0.008	59875, 61159
14	105692438	105766903	15	-0.5326	61160, 61174
14	105833613	105995640	34	6e-4	61175, 61208
15	22833636	101816865	2640	-0.0278	61209, 63848
15	101827198	101832254	5	-0.9459	63849, 63853
15	102190191	102264420	10	-0.0179	63854, 63863
16	97538	11873148	1001	-0.0628	63864, 64864
16	11935833	11990484	10	-1.0894	64865, 64874
16	12059277	70285507	1948	-0.1025	64875, 66822
16	70285587	70310968	9	-0.8688	66823, 66831
16	70358549	89592754	672	-0.0694	66832, 67503
16	89627630	89627783	5	-1.5371	67504, 67508
16	89644043	90141422	99	-0.0259	67509, 67607
17	96911	7401419	751	-0.0213	67608, 68358
17	7404924	7406567	4	-1.2536	68359, 68362
17	7452588	7557436	49	-0.0055	68363, 68411
17	7578415	7592107	6	1.2031	68412, 68417
17	7592220	26879482	761	-0.0046	68418, 69178
17	26887081	30689950	276	-0.1238	69179, 69454
17	30774030	30796216	5	-1.1523	69455, 69459
17	30814784	36895878	351	-0.0663	69460, 69810
17	36909505	36912221	4	-0.9976	69811, 69814
17	36912225	36997554	16	0.034	69815, 69830
17	37006713	37008975	5	-0.7944	69831, 69835
17	37054696	38127851	124	-0.1389	69836, 69959
17	38137346	38145035	5	-0.9094	69960, 69964
17	38172036	38519804	56	-0.1271	69965, 70020
17	38563071	38563137	2	-1.0885	70021, 70022
17	38564333	39261951	121	-0.084	70023, 70143
17	39274260	39334289	15	-0.4335	70144, 70158
17	39346342	39780551	102	-0.0374	70159, 70260
17	39846098	39846376	5	-0.9322	70261, 70265
17	39871768	44145004	570	-0.1086	70266, 70835
17	44172003	45297356	37	-0.4499	70836, 70872
17	45297374	79860245	1819	-0.1108	70873, 72691
17	79860292	81043082	171	0.0175	72692, 72862
18	163417	77960791	1317	-0.0422	72863, 74179
19	282291	3964665	615	0.0114	74180, 74794
19	3980628	3984190	5	-0.6859	74795, 74799
19	4012993	5604883	155	-0.0026	74800, 74954
19	5604888	5687621	19	-0.1174	74955, 74973
19	5690598	5691428	5	-0.8881	74974, 74978
19	5696754	7676629	221	-0.0607	74979, 75199
19	7689309	7693119	5	-1.296	75200, 75204
19	7695510	17953889	1283	-0.0807	75205, 76487
19	17972904	17972970	3	-1.1069	76488, 76490
19	17983255	18468363	76	-0.1122	76491, 76566
19	18497096	18538242	11	0.1969	76567, 76577
19	18538548	18684522	26	-0.1645	76578, 76603
19	18684536	18685749	3	-0.8909	76604, 76606
19	18699811	30936333	362	-0.1125	76607, 76968
19	31769598	59059892	3771	0.0037	76969, 80739
19	59063659	59082663	15	-0.3245	80740, 80754
20	76696	5090074	411	0.0343	80755, 81165
20	5098257	5163791	10	-1.2373	81166, 81175
20	5283260	20026057	274	-0.0145	81176, 81449
20	20028552	20029110	4	-0.8306	81450, 81453
20	20051574	25371232	162	0.0383	81454, 81615
20	25394478	25405931	5	-0.7948	81616, 81620
20	25470558	32349816	254	-0.0551	81621, 81874
20	32399372	32436425	5	-0.8853	81875, 81879
20	32660006	32663780	5	0.002	81880, 81884
20	32684507	32685243	2	-1.5486	81885, 81886
20	32686314	62896703	1466	-0.066	81887, 83352
21	10942739	30411401	125	-0.0427	83353, 83477
21	30435732	30437432	3	-1.237	83478, 83480
21	30439064	34922442	244	-0.0167	83481, 83724
21	34923562	34971554	10	-0.751	83725, 83734
21	34974526	44438315	317	0.0033	83735, 84051
21	44441458	44515565	11	-0.4043	84052, 84062
21	44590619	48068418	251	-0.0049	84063, 84313
22	17072628	19435034	144	-0.1208	84314, 84457
22	19435036	19492945	12	-0.6385	84458, 84469
22	19511403	38355442	1096	-0.0768	84470, 85565
22	38355450	38379707	8	-0.7401	85566, 85573
22	38455289	39629517	142	-0.0951	85574, 85715
22	39713464	39713601	4	-1.5641	85716, 85719
22	39714409	41833185	133	-0.1036	85720, 85852
22	41863459	41863580	5	-0.7774	85853, 85857
22	41895849	42032177	26	-0.0264	85858, 85883
22	42032636	42076281	9	-0.6636	85884, 85892
22	42086794	51215160	484	-0.0295	85893, 86376
23	306271	20074844	397	0.0206	86377, 86773
23	20152073	20156679	5	-1.0042	86774, 86778
23	20193396	24007034	80	-0.004	86779, 86858
23	24007086	24227163	15	-0.3674	86859, 86873
23	24228910	30709280	86	0.0216	86874, 86959
23	30714769	30725720	4	-0.7815	86960, 86963
23	30873031	40506315	138	0.0093	86964, 87101
23	40551466	41203525	15	-0.602	87102, 87116
23	41332837	70588035	855	-0.0157	87117, 87971
23	70595116	70777089	9	-0.7066	87972, 87980
23	70814182	122532520	1012	-0.0088	87981, 88992
23	122774459	122830678	5	-1.304	88993, 88997
23	123019620	135862912	302	0.0281	88998, 89299
23	135957628	135961499	6	-0.8578	89300, 89305
23	136113190	154774832	578	0.0256	89306, 89883
24	155403	59342522	142	0.034	89884, 90025
