Gene	921	Mel202	Mel270	Mel285	MP38	MP41	MP46	OMM1	OMM23	OMM25
ABCC4	0.65736000000000006	0.38222	0.43882	0.304	0.12436	0.11291	-0.013466	0.30007	0.26037	0.29755
ABCC5	-0.14559	0.11513	0.15716	-0.24299	-0.063285	0.076004	0.028245	0.059589	0.13321	0.046225
ABCC6	0.067427	-0.17559	-0.12104	0.008292	-0.17031	-0.019442	-0.031462	-0.14058	0.013773	-0.32822
ABCC8	0.3145	0.20654	0.09134	0.17353	0.019121	0.11433	-0.19428	0.14785	0.15998	0.17912
ABCC9	0.15022	0.0093927	0.083722	0.02245	-0.0209	0.043604	0.12015	0.072778	0.067677	0.17096
ABCD1	0.55433	0.1212	0.13366	0.052344	-0.021918	0.026864	-0.07821	-0.017543	0.1167	0.022014
ABCD2	-0.43594	0.0045062	-0.1474	0.12259	-0.079692	0.064311	-0.038444	0.066825	-0.1102	-0.017994
ABCD3	0.063072	0.09605	-0.043291	-0.087138	-0.051886	-0.20571	0.05942	-0.038037	-0.036415	9.0161e-4
ABCD4	-0.089484	0.14991	0.15443	-0.13816	0.076441	0.053143	0.0589	-0.040986	0.010743	0.073598
ABCE1	-2.4831	-2.3467	-2.3771	-1.1378	-1.3266	-1.4683	-0.43948	-3.1434	-3.0109	-2.7148
ABCF1	-0.94133	-0.93206	-0.70133	-0.50776	-0.50134	-0.55129	-0.20058	-0.84285	-0.76406	-0.79153
ABCF2	-0.42876	-0.19592	-0.21845	0.1359	-0.14685	-0.020837	0.042362	-0.069013	-0.13616	-0.041233
ABCF3	0.35768	-0.022656	0.15136	0.13689	0.043553	0.21118	-0.020039	0.15442	0.11552	0.1187
ABCG1	0.24237	0.20693	0.12213	0.43976	0.095688	0.2016	-0.0060016	0.19343	0.27000999999999997	0.35826
ABCG2	0.18978	0.080122	-0.045379	0.0074783	-0.018926	0.043096	0.057602	-0.001493	0.054795	0.17653
ABCG4	0.42302	0.3199	0.19271	0.14774	0.081891	0.13251	0.089697	0.22728	0.1653	0.38494
ABCG5	0.17967	0.20138	0.088455	0.03733	-0.024287	0.066303	-0.11317	0.039595	0.19978	0.14393
ABCG8	0.25932	0.19467	0.03126	0.1843	0.062465	0.103	0.16115	0.019833	0.18064	0.10014
ABHD1	-0.051493	0.048412	-0.0040826	0.082739	0.044549	0.13652	-0.024018	-0.047828	0.20443	-0.068053
ABHD10	-0.0084745	-0.01342	-0.26467	0.04638	0.082068	-0.060393	-0.059721	-0.034396	-0.11415	0.052993
ABHD11	-0.15901	-0.22483	-0.43023	-0.075609	0.066881	0.040141	-0.013469	-0.060812	-0.039476	-0.033364
ABHD12	0.30146	-0.096899	0.17959	0.043248	-0.022833	0.093872	0.038369	0.18291	0.04289	0.051257
ABHD12B	0.027063	0.23256	0.24574	0.12698	0.21422	0.11475	0.21754	0.14863	0.18372	0.27236
ABHD13	-0.0040139	0.1487	0.08024	-0.053545	-0.0043542	0.044238	0.086715	0.059398	0.1268	0.12542
ABHD14A	0.18458	0.1305	0.19384	0.097031	0.19226	0.051425	0.047157	0.029126	0.12261	0.095724
ABHD14B	0.19448	0.27274	0.15931	0.18319	0.17247	0.23594	0.084615	0.11086	-0.018578	0.11154
ABHD15	0.020764	-0.1744	-0.22169	-0.14098	-0.14889	-0.19904	-0.21028	-0.20738	0.036391	-0.18849
ABHD16A	-0.0048721	0.10163	-0.090869	0.12283	0.028742	-0.0033795	0.060653	0.11871	0.047607	-0.054328
ABHD16B	0.42551	0.12975	0.23249	0.15877	0.061274	0.04846	0.031427	0.2063	0.14037	0.23301
ABHD17A	-0.32404	-0.40287	-0.018027	0.066513	-0.22918	0.065482	0.0095206	-0.16275	0.18305	-0.21273
ABHD17B	0.1414	0.0025989	0.17328	-0.16561	-0.12725	-0.027069	0.031292	-0.040227	-0.020921	0.012072
ABHD17C	0.63836	-0.014005	0.093596	0.040135	0.078731	0.075682	0.090821	0.053113	0.24761	-0.031992
ABHD2	0.35744	0.1709	0.18832	0.23475	0.019117	0.18013	0.050187	-0.069633	0.20066	0.042626
ABHD3	-0.064133	-0.037487	-0.056657	0.092893	-8.6114e-4	-0.088612	-0.047061	0.009262	0.07949	-0.081729
ABHD4	0.4223	-0.022181	0.011549	0.25649	0.017082	0.092273	0.11146	0.067181	0.16583	0.0087984
ABHD5	0.34076	0.16295	0.069945	0.056634	0.13957	0.043932	-0.046764	0.068689	0.13552	0.20638
ABHD6	0.53975	0.24193	0.24275	0.054637	0.022301	0.089956	0.11544	0.21916	0.18511	0.14011
ABHD8	0.24893	0.16316	0.24019	0.1354	0.03151	-0.1066	0.069427	-0.027435	0.12028	-0.059334
ABI1	0.14884	0.10323	0.23961	0.064671	0.12495	0.05964	0.048354	0.20287	0.015122	0.11289
ABI2	0.38936	0.14487	0.10474	-0.059592	0.075777	0.097845	0.062276	0.014731	-0.033748	0.069257
ABI3	0.26851	0.1785	-0.13206	0.12452	-0.015411	-0.013688	0.0091545	-0.045692	0.020413	-0.014618
ABI3BP	-0.024547	-0.088126	-0.17057	-0.12353	0.03779	0.066193	0.10526	0.047382	0.005779	-0.016786
ABL1	0.21219	0.091192	0.17822	0.080719	0.18146	0.057791	0.040046	0.087257	0.080644	0.10368
ABL2	0.44238	-0.057107	0.13527	0.35727	0.15956	0.10279	0.10621	0.077927	0.16211	0.20337
ABLIM1	0.26002	0.089105	0.11461	0.17299	0.16351	0.095779	0.11614	0.17548	0.050479	0.1912
ABLIM2	-0.14761	0.14002	0.10676	0.22787	-0.15669	0.046031	0.025958	0.1087	0.15835	-0.054167
ABLIM3	0.11015	0.14234	0.23149	-0.046478	0.037146	0.056558	0.10785	0.13378	0.17073	-0.05035
ABR	-0.037299	0.0060171	0.12698	0.030929	0.018926	-0.036677	0.035854	0.067179	0.13809	0.06628
ABRA	-0.22562	-0.31735	0.20701	-0.11902	-0.061323	0.045444	-0.029368	-0.059317	0.13432	0.086761
ABRACL	-0.073974	0.23669	8.4911e-4	0.37581	0.080272	0.18042	0.15014	0.17095	-0.033456	0.16175
ABT1	-0.81247	-1.2338	-0.90446	-0.51114	-0.92928	-0.75452	-0.049413	-1.1093	-0.82715	-1.2498
ABTB1	-0.088911	0.10177	-0.037191	0.040004	0.059874	0.036534	-0.12123	-0.068265	0.049028	-0.029163
ABTB2	0.26215	0.20622	0.20272	-0.087607	0.089729	0.070939	0.07708	0.12856	0.18815	0.16037
ACAA1	0.4027	0.17795	0.10828	0.29759	0.11599	0.1012	0.050783	0.064679	0.15187	0.042903
ACAA2	0.0069161	0.09028	-0.18376	-0.023057	-0.073942	-0.016696	-0.085293	0.068366	-0.018694	-0.0039313
ACACA	0.419	0.24883	-0.10047	-0.26119	-0.14586	-0.23509	-0.07988	-0.42585	-0.10821	-0.047172
ACACB	0.0684	0.0919	0.10651	0.098862	0.094749	0.091486	0.094415	0.064707	0.092385	0.1513
ACAD10	0.1374	-0.27442	0.015368	-0.029412	0.017293	-0.17869	-0.05854	-0.11429	-0.12735	-0.013057
ACAD11	0.24483	0.21937	0.21931	0.10402	0.039154	0.13903	0.080409	0.2345	0.12598	0.16696
ACAD8	0.15188	0.034303	-2.5152e-4	-0.1268	-0.29805	-0.25427	-0.25494	-0.14262	-0.071659	-0.1635
ACAD9	-0.31834	-0.9641	0.055771	0.05611	-0.0068317	-0.30376	0.013732	-0.63195	-0.64742	-0.33544
ACADL	0.088145	0.14046	0.26962	0.033718	0.11242	0.10793	0.059161	0.12493	0.17749	0.15279
ACADM	0.092648	0.1849	0.099237	0.087651	0.072968	-0.017506	-0.026072	0.11618	0.0087628	0.14068
ACADS	0.21376	0.033539	0.11738	0.026618	0.089207	0.080455	0.11481	0.074036	0.15882	0.061025
ACADSB	0.082794	-0.050985	-0.040311	0.0029989	0.11933	0.0087001	0.059851	0.015278	-0.053949	0.19562
ACADVL	0.20581	-0.056265	0.15317	0.14235	0.090547	0.10383	0.072507	0.098445	0.089391	0.10352
ACAN	0.16691	0.053844	0.052395	-0.033151	0.068152	0.080564	0.086488	0.019667	0.14938	0.028872
ACAP1	0.48958	0.23701	0.16027	0.39663	0.12837	0.11681	0.20441	0.24295	0.27256	0.37683
ACAP2	-0.28793	0.1712	0.062015	-0.099167	-0.069484	0.058087	-0.23285	0.041081	-0.1321	-0.13197
ACAP3	0.066315	-0.16456	-0.032217	0.16545	-0.041848	-0.12581	0.028796	-0.14609	-0.0064593	-0.039288
ACAT1	-0.29341	0.004981	0.062067	-0.18218	0.0071618	-0.26205	-0.11242	-0.053518	-0.05527	0.088048
ACAT2	-0.24995	-0.083073	0.19452	0.23939	0.16295	0.047151	-0.16634	0.026441	-0.023441	0.21248
ACBD3	-0.29771	0.029771	0.20643	-0.096056	0.069233	0.13185	0.22365	0.24806	0.17056	0.41141
ACBD4	0.13133	0.069355	0.008602	-0.0092433	-0.06503	-0.11812	0.0024441	-9.4519e-4	0.059347	0.071134
ACBD5	0.069522	0.28249	0.14847	0.12513	0.21848	0.16658	0.05922	0.15786	0.13838	0.19483
ACBD6	0.029065	0.19895	0.34056	0.22501	0.23403	0.27764	0.1545	0.40214	0.24312	0.16146
ACBD7	-0.50513	-0.14916	0.22077	0.07998	0.15121	0.12064	0.11634	0.15494	-0.071962	0.11147
ACCS	0.031964	0.15907	0.080911	-0.12627	0.024097	0.06139	-0.11694	0.12709	0.022345	0.11219
ACCSL	0.37169	0.14328	0.12563	0.0091909	0.046577	0.065492	0.060856	0.090065	0.1214	0.040119
ACD	0.33381	-0.64039	-0.12554	0.052629	-0.19445	-0.29703	-0.24929	-0.2378	-0.14594	-0.29381
ACE	-0.036019	-0.1211	-0.14314	0.0047962	0.15502	-0.035352	-0.099912	-0.067979	-0.017286	-0.056174
ACE2	0.46655	0.31716	0.34684	0.18029	0.16846	0.29988	0.13844	0.16677	0.19145	0.2175
ACER1	-0.18112	-0.27383	-0.27121	-0.24688	-0.18842	-0.29994	-0.034199	-0.21002	-0.29278	-0.21098
ACER2	-0.14617	-0.0051287	-0.019232	-0.087282	-0.005597	0.066942	-0.13259	0.043616	-0.14353	-0.057395
ACER3	0.23351	0.17101	0.1275	0.044862	0.033147	-0.11738	0.032379	0.29818	-0.058283	0.18383
ACHE	0.27055	-0.3383	-0.36198	-0.087569	-0.12587	-0.14026	-0.056387	-0.050289	-0.24191	0.17424
ACIN1	-0.19892	-0.65595	-0.74826	-0.21156	-0.50423	-0.33849	-0.16829	-0.51808	-0.48629	-0.71455
ACKR2	0.0033025	0.24783	0.026196	0.044838	0.0047252	0.042312	0.18111	0.10642	0.12694	0.12111
ACKR3	0.39424	0.014557	0.10785	-0.0989	0.028262	0.060802	0.10508	-0.049285	0.032454	0.21436
ACKR4	-0.17618	0.027551	0.11363	-0.068174	-0.14124	0.073637	0.10341	0.019106	-0.24974	-0.011592
ACLY	-0.41919	-0.72968	-0.90715	0.030116	-0.11867	-0.46893	-0.17713	-0.91689	-0.49668	-0.83418
ACMSD	0.14856	0.13493	-0.095702	-0.036004	0.054957	0.016312	-0.020787	0.01919	-0.057329	0.18236
ACN9	0.20061	-0.18836	-0.22192	0.035643	0.016109	-0.10453	-0.057833	0.039007	0.038978	0.073284
ACO1	0.26866	0.17297	0.16423	-0.059676	0.020102	0.059241	-0.016815	0.080407	0.019549	0.10531
ACO2	-1.45	-0.68058	-0.76872	-0.085696	-0.056938	-0.61922	-0.11402	-0.37649	-0.32595	-0.7605
ACOT1	0.65785	-0.072044	0.3057	0.35983	0.1395	0.15404	-0.0042668	0.26428	0.039118	0.14586
ACOT11	0.13316	-0.0096798	-0.1079	0.19165	-0.043071	-0.19182	-0.13	-0.0084086	0.049482	0.028083
ACOT12	-0.27314	0.068635	-0.18359	-0.16774	-0.076658	-0.18282	-0.10853	-0.05832	-0.13911	-0.10691
ACOT13	0.031656	0.031469	-0.07657	0.21611	0.021646	-0.056414	-0.039407	0.087031	0.12385	0.053356
ACOT2	0.31441	-0.039856	-0.066672	0.050848	-0.12167	-0.041041	-0.20237	0.053476	-0.097821	-0.024075
ACOT4	0.20929	0.17653	0.061076	0.10868	0.11905	-0.011103	0.02499	-0.0072604	-0.0062398	0.14188
ACOT6	0.31774	0.27584	0.15939	0.088688	0.0529	0.11328	-0.015615	0.080543	0.099209	0.17819
ACOT7	0.47207	-0.025073	0.2866	0.35636	0.11989	0.013577	0.085709	0.14378	0.14528	0.13775
ACOT8	0.3881	0.07236	0.18803	0.047498	-0.098507	0.11174	0.028638	0.012004	0.18299	0.21486
ACOT9	0.13854	0.065945	0.079929	0.16196	0.13607	0.084553	0.035362	0.24879	0.14719	0.14388
ACOX1	0.050796	-0.13226	-0.25296	-0.018918	0.062941	-0.13486	0.013649	-8.4512e-4	-0.10511	0.026201
ACOX2	0.21599	0.094124	-0.12554	-0.095386	-0.051636	0.068358	-0.0078807	-0.02919	0.063978	0.0097953
ACOX3	0.20417	0.10043	0.23525	0.31921	0.12245	0.21813	0.08978	0.17331	0.13701	0.14011
ACOXL	-0.13819	0.076843	-0.15977	-0.31715	-0.11874	-0.088249	-0.1351	-0.11709	-0.22048	-0.14796
ACP1	0.20179	0.30977	0.13122	0.10209	0.11884	0.15768	0.067944	0.082588	0.15991	0.051478
ACP2	-0.070725	-0.1917	0.099031	-0.087866	-0.011162	-0.081737	-0.16819	7.7051e-4	0.0049563	0.065298
ACP5	0.3665	0.1516	0.11674	0.037225	0.086629	0.066143	0.10611	0.12602	0.063347	0.029456
ACP6	0.21407	0.075136	0.061522	0.27768	0.076471	0.090014	0.01876	0.074801	-0.030191	0.24025
ACPL2	0.10454	0.12858	0.069837	0.067184	0.04691	0.12006	0.042326	0.042335	-0.042366	0.16935
ACPP	0.29054	0.1212	0.10315	0.21026	0.023752	0.10198	0.05669	0.11743	0.025271	0.0032944
ACPT	-0.1953	0.044993	0.19755	0.062864	0.12806	0.064821	0.024085	0.11805	0.097341	0.24237
ACR	-0.014776	-0.071352	-0.17215	-0.18637	-0.20917	-0.15084	-0.027712	-0.14988	-0.025975	-0.41644
ACRBP	0.023206	0.17282	0.15801	0.10897	0.10213	0.094413	0.17334	0.053921	0.21196	0.022201
ACRC	0.18869	0.35042	0.03052	0.41069	0.09989	0.14419	-0.010005	0.10416	-0.044092	0.19182
ACRV1	0.38664	0.27854	0.20193	0.24324	0.1896	0.17081	0.028852	0.26516	0.085515	0.20501
ACSBG1	0.4866	0.0060411	0.10124	0.1586	0.097221	-0.004924	7.6657e-4	0.083404	0.053635	0.073251
ACSBG2	0.2519	0.10148	0.10821	0.19878	-0.070059	0.086906	0.055996	0.15253	0.046925	0.075052
ACSF2	-0.11255	0.056905	-0.10168	-0.049487	0.042891	-0.05523	0.047658	0.033804	-0.050123	-0.069196
ACSF3	0.50466	0.15629	0.13168	0.29925	0.27657	0.35753	0.091947	0.21698	0.09748	0.24521
ACSL1	0.17628	0.23326	0.29749	0.11264	0.034974	0.10092	0.022647	0.16025	0.14275	0.053899
ACSL3	0.10738	0.16259	0.076392	0.10592	0.039056	0.22134	0.049507	-0.15056	-0.095431	-0.071265
ACSL4	0.23606	0.20517	0.085398	-0.23185	0.23514	0.1409	-0.074684	0.21482	0.086561	0.083393
ACSL5	0.050734	0.10946	-0.0089634	-0.28205	0.12028	0.019201	-0.015798	-0.073101	-0.0017113	-0.21358
ACSL6	0.11507	0.08545	0.056477	0.13935	0.17119	0.12176	0.022623	0.079077	0.015161000000000001	0.21858
ACSM1	0.12391	0.05045	-0.0086374	0.11312	-0.085251	-0.13297	-0.077248	-0.12708	-0.022977	-0.194
ACSM2A	0.37242	0.10536	0.14859	0.060691	0.069157	0.18299	-0.01102	0.16471	0.093428	-0.0080041
ACSM2B	0.11761	-0.018077	-0.091541	0.17959	0.0097904	0.023	-0.023232	-0.072504	0.061258	-0.16334
ACSM3	0.064442	0.1256	-0.072522	0.013045	0.043965	-0.040698	-0.0084524	0.016525	0.18733	0.082631
ACSM4	0.087354	0.11652	0.078922	-0.048198	-0.02487	0.064212	-0.044036	0.0020638	0.083384	0.058446
ACSM5	0.033401	-0.18192	-0.060035	-0.057011	-0.085705	-0.19937	-0.028927	-0.092594	0.055103	-0.14885
ACSS1	0.27177	0.29063	0.35717	0.1499	0.21242	0.26945	0.19367	0.36052	0.28817	0.24761
ACSS2	0.095379	0.064057	0.016206	-0.10874	0.10126	0.15212	0.074895	0.13051	0.14921	0.11503
ACSS3	0.30909	-0.0044711	0.027881	0.017037	0.17236	0.24053	0.11845	0.14436	0.20133	0.26395
ACTA1	0.29779	-0.070523	0.072622	0.06035	-0.013505	0.15759	-0.092149	-0.022786	0.051141	-0.032005
ACTA2	0.29831	0.078453	0.26445	-0.099694	-0.01033	0.039637	0.0037547	0.039718	0.055351	0.007979
ACTB	-0.05819	-0.19424	-0.28581	-0.38399	-0.403	0.10026	0.084704	-0.27176	-0.1231	-0.3818
ACTBL2	0.56506	-0.014107	0.15868	0.018791	0.022965	-0.047225	-0.12236	0.14122	0.12667	0.21484
ACTC1	0.13134	-0.0080233	0.034933	0.057016	0.01391	-0.015605	0.18021	0.15573	0.13708	0.046484
ACTG1	-0.69445	-0.70045	-0.42086	-0.37658	-0.16023	-0.36632	-0.12571	-0.51891	-0.331	-0.64239
ACTG2	0.30738	0.059387	-0.24575	-0.011659	-0.080573	-0.20262	-0.038465	-0.052671	0.056041	-0.054066
ACTL10	0.47858	0.32038	0.28518	0.14515	0.10554	0.2224	0.08909	0.22652	0.19645	0.26125
ACTL6A	-1.7412	-2.0453	-2.3622	-0.64604	-0.67692	-1.1048	-0.3415	-1.9281	-2.1395	-1.6056
ACTL6B	0.44672	0.052301	-0.024934	0.3094	0.12265	0.14683	0.015924	0.1331	0.2434	0.27568
ACTL7A	0.25792	0.018078	0.22221	-0.011887	-0.0046535	0.15503	-0.0016778	0.073831	0.012877	0.17229
ACTL7B	0.53896	0.25151	0.24086	0.11606	0.17962	0.16433	0.060907	0.1365	0.074692	0.21172
ACTL8	0.42972	0.17756	0.14216	0.28536	0.06223	0.13176	0.076531	0.10274	0.10153	0.13472
ACTL9	0.25273	0.16413	0.1602	0.302	-0.13723	-0.0060525	0.027532	-0.086076	0.18665	-0.0011015
ACTN1	0.23478	0.15096	-0.030248	0.044667	0.053118	-0.0071513	0.072704	0.10924	-0.021863	0.11472
ACTN2	0.20943	0.10918	0.19921	0.086807	0.0069952	0.033134	-0.014377	0.2801	0.067069	0.047915
ACTN4	0.33676	0.14487	0.17153	0.32839	0.21641	0.05953	0.20361	0.01307	-6.3008e-4	0.07473
ACTR10	-0.85721	-1.5022	-0.80539	-0.37597	-0.44234	-0.6857	-0.18073	-1.0422	-0.65753	-1.1634
ACTR1A	-0.67073	-1.2607	-0.59199	-0.17387	-0.22217	-0.55776	-0.066422	-0.31332	-0.36674	-0.54591
ACTR1B	0.23055	0.077844	-0.087469	-0.18553	-0.078018	-0.12381	0.012363	-0.095414	-0.18696	-0.0024911
ACTR2	-1.6426	-0.91488	-1.4103	-0.87889	-0.58695	-0.8376	-0.3158	-0.96343	-0.77142	-1.009
ACTR3	-0.80269	-0.32454	-0.7828	-0.9907	-0.10551	-0.089958	-0.093525	-0.44728	-0.59019	-0.47384
ACTR3B	-0.061851	-0.26934	-0.041809	0.19551	0.0020615	-0.18783	-0.084625	0.08904	0.14527	-0.070562
ACTR3C	-0.4805	-0.32056	-0.22386	-0.1099	-0.16046	0.0019356	-0.063681	-0.22706	-0.15009	-0.092552
ACTR5	0.11999	-0.21343	0.26224	-0.076305	-0.071596	0.1071	-0.11367	-0.21441	-0.052926	-0.12385
ACTR6	-1.0483	-0.89216	-0.62746	0.33956	0.21591	-0.33435	0.017269	-0.56134	-0.46428	-0.51164
ACTR8	-0.22952	-1.0145	-0.17183	-0.31972	-0.35741	-0.17335	-0.14841	-0.42054	-0.34284	-0.55988
ACTRT1	0.66693	0.31652	0.25058	0.11283	0.0258	0.18212	0.041335	0.19604	0.088498	0.36188
ACTRT2	0.11324	0.25781	0.13971	0.32418	0.091901	0.10359	0.066168	0.1826	0.13038	0.20716
ACTRT3	0.022224	-0.13502	-0.091663	0.01825	0.10818	-0.0041143	0.018335	-0.12792	-0.012378	0.0056844
ACVR1	0.31825	0.062736	0.11851	0.14906	0.24783	0.15741	0.095837	0.1716	-0.053829	0.065085
ACVR1B	0.036492	0.22247	-0.14053	-0.14789	0.099997	0.14573	0.013438	0.12181	0.20653	0.15053
ACVR1C	0.2718	0.15772	-0.052174	0.033333	0.045006	0.066189	-0.057628	-0.028199	-0.13002	-0.029495
ACVR2A	-0.016735	0.061447	-0.065475	-0.25037	0.14845	0.0070191	-0.042556	0.16938	-0.23652	-0.026537
