Gene	921	Mel202	Mel270	Mel285	MP38	MP41	MP46	OMM1	OMM23	OMM25
ABHD17C	0.075397	0.99006	0.80599	0.98393	0.82848	0.80997	0.82275	0.90593	0.14552	0.98457
ABHD2	0.55969	0.57199	0.48764	0.53403	0.96376	0.40074	0.92839	0.94997	0.3129	0.92365
ABHD3	0.92186	0.99161	0.94922	0.90815	0.99258	0.88016	0.92227	0.9716	0.83906	0.93338
ABHD4	0.42302	0.99736	0.96269	0.4631	0.96743	0.74514	0.73925	0.87762	0.47254	0.9721
ABHD5	0.64904	0.66905	0.8782	0.96772	0.65136	0.91581	0.93219	0.89817	0.68952	0.47669
ABHD6	0.19902	0.322	0.27531	0.96484	0.95655	0.75427	0.72135	0.26972	0.38191	0.65772
ABHD8	0.76708	0.5993	0.28449	0.81262	0.93943	0.84567	0.88311	0.99059	0.69157	0.95821
ABI1	0.89977	0.77213	0.28718	0.94726	0.65136	0.85813	0.93219	0.33426	0.97806	0.7515
ABI2	0.48504	0.66638	0.77339	0.89753	0.83457	0.72601	0.89995	0.96811	0.98313	0.8678
ABI3	0.73259	0.53801	0.846	0.84286	0.99117	0.99922	0.99074	0.9716	0.97224	0.99843
ABI3BP	0.95834	0.93527	0.7882	0.779	0.92866	0.84002	0.76806	0.91717	0.9842	0.99989
ABL1	0.82318	0.80908	0.52079	0.92424	0.3513	0.86068	0.94855	0.82522	0.83464	0.78267
ABL2	0.37669	0.97442	0.6755	0.16607	0.463	0.7079	0.76345	0.84863	0.49079	0.39726
ABLIM1	0.74327	0.81578	0.74283	0.72594	0.44392	0.73022	0.71914	0.4626	0.91769	0.44778
ABLIM2	0.84085	0.67711	0.7681	0.55412	0.73933	0.89229	0.96812	0.75333	0.51006	0.9641
ABLIM3	0.94239	0.67341	0.3196	0.91685	0.92944	0.86505	0.75856	0.6534	0.44847	0.96962
ABR	0.91925	0.91643	0.46778	0.98262	0.92824	0.96539	0.92094	0.74465	0.28597	0.75119
ABRA	0.74615	0.59678	0.41489	0.78494	0.92443	0.89495	0.95275	0.96263	0.624	0.82873
ABRACL	0.92186	0.42519	0.98618	0.21524	0.85044	0.48248	0.63074	0.57202	0.98017	0.64569
ABT1	0.099773	0.008881	0.025099	0.081794	0.003268	0.016097	0.91688	0.0049505	0.036571	0
ABTB1	0.89922	0.77644	0.97642	0.98394	0.88151	0.91527	0.7358	0.9519	0.92017	0.98669
ABTB2	0.74014	0.44759	0.43089	0.84478	0.7912	0.82776	0.86322	0.6735	0.37057	0.57444
ACAA1	0.45806	0.54076	0.7644	0.33399	0.68914	0.7136	0.92598	0.88502	0.54284	0.92337
ACAA2	0.98207	0.81144	0.7681	0.94368	0.90845	0.99758	0.8428	0.87564	0.99436	0.98519
ACACA	0.42881	0.29034	0.88523	0.47036	0.76211	0.56069	0.84953	0.36103	0.88931	0.97009
ACACB	0.97782	0.80789	0.7686	0.9003	0.7767	0.74852	0.8094	0.88501	0.79658	0.61298
ACAD10	0.91206	0.66853	0.95745	0.9342	0.9672	0.68412	0.89989	0.89323	0.86121	0.99774
ACAD11	0.77226	0.40011	0.36768	0.88881	0.92596	0.56523	0.85155	0.20835	0.66603	0.54083
ACAD8	0.896	0.92333	0.98049	0.77225	0.3971	0.53062	0.23916	0.85304	0.94085	0.81316
ACAD9	0.62143	0.033084	0.88231	0.96228	0.99972	0.43204	0.98372	0.12328	0.13288	0.51626
ACADL	0.96397	0.67602	0.1838	0.99068	0.70458	0.68792	0.90651	0.68821	0.42039	0.60597
ACADM	0.95892	0.51979	0.7882	0.91705	0.84305	0.99503	0.95993	0.7187	0.98331	0.65501
ACADS	0.82033	0.92547	0.73212	0.99568	0.79266	0.79234	0.72486	0.85874	0.50923	0.88572
ACADSB	0.96768	0.97894	0.97142	0.97998	0.67382	0.96412	0.9046	0.96802	0.96627	0.42907
ACADVL	0.834	0.97512	0.61105	0.7966	0.78925	0.70502	0.87667	0.79076	0.80623	0.78313
ACAN	0.88456	0.89262	0.88803	0.93	0.85518	0.79153	0.83812	0.96279	0.55804	0.94644
ACAP1	0.28151	0.33708	0.58708	0.092233	0.63318	0.65461	0.2391	0.18511	0.088102	0.016477
ACAP2	0.66622	0.57199	0.87026	0.81786	0.91269	0.86003	0.31943	0.92959	0.85449	0.85834
ACAP3	0.97965	0.82904	0.98335	0.74711	0.95159	0.80324	0.96427	0.84867	0.99463	0.97785
ACAT1	0.65713	0.97035	0.87026	0.65449	0.98359	0.51552	0.76267	0.96761	0.96456	0.82406
ACAT2	0.72057	0.94105	0.46467	0.52255	0.4457	0.8905	0.58408	0.95281	0.98897	0.359
ACBD3	0.65138	0.93254	0.41698	0.82696	0.85138	0.59319	0.15385	0.17157	0.45	0.008547
ACBD4	0.91925	0.85911	0.96713	0.96651	0.9221	0.82459	0.99809	0.98441	0.89188	0.86404
ACBD5	0.97913	0.27034	0.68592	0.87163	0.27652	0.53556	0.91748	0.62468	0.67917	0.51851
ACBD6	0.99717	0.46925	0.047319	0.56474	0.12745	0.077083	0.53119	0.0049505	0.15034	0.57112
ACBD7	0.36327	0.84727	0.3637	0.92547	0.51667	0.63813	0.71859	0.56303	0.94072	0.7571
ACCS	0.99933	0.61553	0.83523	0.77307	0.95223	0.85392	0.74424	0.67974	0.96937	0.75354
ACCSL	0.53353	0.67116	0.70882	0.98788	0.91362	0.84167	0.9027	0.8142	0.68856	0.92855
ACD	0.60674	0.16717	0.85288	0.96847	0.65182	0.44648	0.26087	0.69805	0.82996	0.59298
ACE	0.95025	0.89078	0.83154	0.98269	0.48892	0.96853	0.79837	0.9519	0.99476	0.96088
ACE2	0.32373	0.1069	0.041989	0.70948	0.42574	0.062344	0.61356	0.5095	0.35927	0.34166
ACER1	0.80313	0.66909	0.61191	0.49898	0.66298	0.4385	0.94785	0.74796	0.5846	0.73393
ACER2	0.84331	0.98174	0.99613	0.84551	0.9986	0.83854	0.69954	0.92543	0.83419	0.95944
ACER3	0.78989	0.57199	0.70387	0.97668	0.93672	0.82644	0.96007	0.059187	0.96297	0.48153
ACHE	0.76506	0.61553	0.52242	0.86406	0.82409	0.79507	0.91321	0.96761	0.70799	0.60069
ACIN1	0.78173	0.15825	0.061798	0.58343	0.076456	0.35876	0.57368	0.22734	0.27298	0.092248
ACKR2	0.9792	0.2949	0.93697	0.97668	0.98684	0.90266	0.38283	0.76147	0.6598	0.72248
ACKR3	0.47581	0.95538	0.7652	0.81881	0.94436	0.85473	0.77024	0.9697	0.95527	0.35334
ACKR4	0.80953	0.93589	0.74542	0.87886	0.77706	0.81785	0.77783	0.96279	0.65627	0.99523
ACLY	0.48126	0.10417	0.025099	0.99298	0.82326	0.15936	0.5358	0.017173	0.26091	0.039832
ACMSD	0.89979	0.6917	0.89111	0.92609	0.89468	0.95231	0.96427	0.96279	0.96333	0.48783
ACN9	0.85931	0.81578	0.7305	0.98908	0.97318	0.86003	0.912	0.94624	0.95787	0.88242
ACO1	0.73259	0.56434	0.572	0.89752	0.96103	0.85933	0.96984	0.84192	0.97398	0.77666
ACO2	0	0.13724	0.054187	0.84857	0.92998	0.054521	0.75807	0.4475	0.52228	0.061607
ACOT1	0.11628	0.95293	0.16119	0.25858	0.65136	0.57827	0.98763	0.20394	0.95787	0.6975
ACOT11	0.91733	0.98642	0.87747	0.67181	0.94982	0.65428	0.70896	0.99084	0.91855	0.94752
ACOT12	0.68518	0.85999	0.7681	0.6857	0.90351	0.67465	0.77833	0.96279	0.84273	0.89608
ACOT13	0.99944	0.94448	0.92181	0.66269	0.9668	0.94205	0.94557	0.85665	0.73701	0.92087
ACOT2	0.69305	0.98642	0.93615	0.97364	0.83002	0.96117	0.53071	0.92574	0.90833	0.99069
ACOT4	0.82905	0.54861	0.87211	0.87885	0.67456	0.99554	0.96949	0.99008	0.99463	0.65107
ACOT6	0.63884	0.21335	0.58854	0.91561	0.9013	0.66988	0.97171	0.84179	0.77896	0.50375
ACOT7	0.3151	0.99894	0.14238	0.16754	0.67143	0.9574	0.8406	0.6133	0.5772	0.6661
ACOT8	0.48678	0.8492	0.48856	0.97281	0.86025	0.67422	0.96427	0.9697	0.39157	0.35196
ACOT9	0.91157	0.86596	0.83652	0.75533	0.59674	0.77539	0.95485	0.16856	0.56793	0.64373
ACOX1	0.99188	0.87265	0.64411	0.95028	0.8742	0.77917	0.98373	0.9844	0.892	0.95005
ACOX2	0.81694	0.80056	0.85288	0.82766	0.93672	0.83478	0.982	0.98882	0.87986	0.97023
ACOX3	0.83423	0.7806	0.30405	0.26469	0.65871	0.23485	0.82696	0.47063	0.61388	0.65772
ACOXL	0.85207	0.8396	0.80773	0.36067	0.82311	0.88112	0.69314	0.89122	0.70548	0.83578
ACP1	0.73046	0.013072	0.48359	0.81255	0.41831	0.22265	0.80427	0.69175	0.21664	0.82771
ACP2	0.9248	0.81098	0.82147	0.86406	0.99258	0.90109	0.63766	0.98856	0.98797	0.89683
ACP5	0.545	0.6429	0.73419	0.98763	0.80527	0.84011	0.76347	0.6845	0.88191	0.9458
ACP6	0.81955	0.84621	0.87138	0.40163	0.83327	0.7541	0.97756	0.85612	0.98361	0.25564
ACPL2	0.94971	0.70836	0.85526	0.94368	0.91259	0.64072	0.94557	0.9272	0.97786	0.53434
ACPP	0.69097	0.72597	0.77589	0.61729	0.95331	0.71049	0.91261	0.71508	0.96466	0.97848
ACPT	0.78518	0.9047	0.44959	0.95084	0.63484	0.8435	0.97021	0.71237	0.78398	0.24401
ACR	0.9666	0.95555	0.78541	0.64197	0.61315	0.74274	0.95834	0.8444	0.98659	0.38416
ACRBP	0.99237	0.56522	0.59124	0.87881	0.74992	0.73668	0.42351	0.90445	0.26463	0.95632
ACRC	0.85598	0.053279	0.92945	0.080214	0.7567	0.54786	0.97849	0.76659	0.97557	0.44502
ACRV1	0.49057	0.20511	0.4353	0.50917	0.3073	0.43757	0.96396	0.13395	0.82049	0.39097
ACSBG1	0.28644	0.96795	0.78282	0.76632	0.76395	0.98616	0.99543	0.83403	0.90893	0.85755
ACSBG2	0.75903	0.77706	0.76448	0.65249	0.91204	0.76825	0.91321	0.57374	0.92332	0.85283
ACSF2	0.88045	0.88675	0.88393	0.91269	0.9221	0.9411	0.93355	0.93983	0.96997	0.94745
ACSF3	0.24826	0.62697	0.68916	0.33218	0.039334	0.023622	0.82069	0.27704	0.78377	0.23574
ACSL1	0.87286	0.35324	0.11499	0.87163	0.93203	0.71394	0.9721	0.5385	0.58685	0.90054
ACSL3	0.94697	0.60102	0.84377	0.8836	0.92621	0.22296	0.93028	0.84355	0.90914	0.9458
ACSL4	0.78438	0.45167	0.82426	0.5305	0.12512	0.55724	0.86381	0.28605	0.81605	0.83578
ACSL5	0.99191	0.76023	0.99042	0.4235	0.668	0.94662	0.97121	0.94549	0.99068	0.72945
ACSL6	0.93677	0.82333	0.88145	0.8024	0.41169	0.63457	0.9721	0.84588	0.97806	0.33676
ACSM1	0.93573	0.91219	0.99494	0.89313	0.89531	0.81041	0.87725	0.88472	0.98715	0.79061
ACSM2A	0.53072	0.7686	0.62461	0.95426	0.85151	0.38812	0.97756	0.51723	0.79425	0.9894
ACSM2B	0.94239	0.99736	0.904	0.75176	0.98424	0.9524	0.96427	0.94458	0.91432	0.82952
ACSM3	0.98099	0.71852	0.92416	0.99125	0.9221	0.96117	0.98062	0.96699	0.37618	0.83578
ACSM4	0.96528	0.74177	0.83911	0.91464	0.97811	0.84462	0.93138	0.98005	0.82683	0.88839
ACSM5	0.99944	0.80056	0.94418	0.90153	0.88538	0.63522	0.95345	0.92333	0.90347	0.83578
ACSS1	0.72703	0.16692	0.036173	0.78494	0.20349	0.08878	0.29935	0.01385	0.056237	0.22901
ACSS2	0.95644	0.86949	0.95612	0.79846	0.75188	0.51637	0.87054	0.66733	0.559	0.74258
ACSS3	0.65332	0.98079	0.93173	0.99322	0.40762	0.15936	0.71247	0.60916	0.30904	0.18525
ACTA1	0.6781	0.9569	0.85017	0.95527	0.99258	0.5	0.82309	0.99347	0.91638	0.98457
ACTA2	0.67673	0.83553	0.19934	0.81686	0.99626	0.90762	0.99933	0.93075	0.90281	0.9725
ACTB	0.93677	0.80789	0.63711	0.31224	0.27839	0.76925	0.86413	0.68004	0.87264	0.50615
ACTBL2	0.15672	0.99006	0.58897	0.99548	0.95456	0.95077	0.73261	0.62507	0.6598	0.35196
ACTC1	0.91925	0.98517	0.91922	0.96199	0.9713	0.99866	0.38598	0.55977	0.61382	0.91638
ACTG1	0.17452	0.12246	0.37374	0.24967	0.73162	0.31209	0.71981	0.2271	0.51489	0.13837
ACTG2	0.60843	0.85695	0.61642	0.95974	0.88362	0.59319	0.93464	0.96802	0.88191	0.96705
ACTL10	0.30253	0.10083	0.1436	0.79096	0.73492	0.21924	0.82959	0.23723	0.33441	0.19207
ACTL6A	0	0	0	0.0093023	0.01978	0	0.081433	0	0	0
ACTL6B	0.36559	0.89384	0.99042	0.29254	0.65818	0.53739	0.98059	0.65554	0.15034	0.15426
ACTL7A	0.74705	0.94979	0.35901	0.96228	0.99684	0.50722	0.9908	0.85945	0.97829	0.52506
ACTL7B	0.19902	0.28214	0.28181	0.86493	0.36422	0.46612	0.9027	0.64158	0.8524	0.36407
ACTL8	0.40676	0.54283	0.65071	0.36925	0.876	0.59319	0.86381	0.7718	0.77171	0.67449
ACTL9	0.75728	0.59549	0.58708	0.3183	0.78599	0.98722	0.96595	0.93071	0.37764	0.98331
ACTN1	0.7853	0.64605	0.98594	0.97668	0.90053	0.98949	0.87667	0.75234	0.99122	0.74378
ACTN2	0.82879	0.76041	0.44393	0.91794	0.98416	0.9237	0.97236	0.10038	0.87272	0.91332
ACTN4	0.60283	0.66638	0.54387	0.24279	0.18801	0.85813	0.24071	0.96907	0.98897	0.85408
ACTR10	0.076227	0.0050761	0.04315	0.25098	0.14353	0.036484	0.51677	0.0062016	0.12286	0
ACTR1A	0.19524	0.008881	0.14629	0.6717	0.58785	0.079755	0.88445	0.56303	0.45571	0.21227
ACTR1B	0.79412	0.837	0.90378	0.64459	0.9013	0.80778	0.98628	0.9184	0.76962	0.98457
ACTR2	0	0.042318	0.0028249	0	0.034537	0.0028986	0.12	0.01385	0.066863	0.0032949
ACTR3	0.10538	0.58547	0.052041	0	0.84632	0.87803	0.82155	0.32633	0.16537	0.30529
ACTR3B	0.92396	0.6738	0.96886	0.66269	0.99051	0.66385	0.84425	0.81857	0.5772	0.94644
ACTR3C	0.4008	0.59167	0.70014	0.79806	0.73162	0.97456	0.88977	0.71621	0.82373	0.91762
ACTR5	0.93209	0.75	0.20929	0.86567	0.91028	0.69186	0.75885	0.74161	0.96705	0.87181
ACTR6	0.019824	0.042318	0.12188	0.21402	0.19051	0.36561	0.9785	0.17892	0.30332	0.25172
ACTR8	0.74154	0.02497	0.78635	0.35518	0.27652	0.6963	0.63818	0.37256	0.49299	0.20221
ACTRT1	0.052388	0.10743	0.24412	0.87163	0.94958	0.3925	0.94557	0.37023	0.80966	0.023981
ACTRT2	0.93942	0.26361	0.66017	0.25339	0.78592	0.70564	0.88977	0.42865	0.64553	0.37881
ACTRT3	0.99237	0.8684	0.89734	0.99536	0.72496	0.98503	0.97821	0.87724	0.99939	0.97479
ACVR1	0.63844	0.87298	0.72771	0.78494	0.086364	0.50038	0.80112	0.47659	0.96627	0.87694
ACVR1B	0.99944	0.38606	0.83544	0.72786	0.75615	0.54107	0.98383	0.70088	0.28139	0.61555
ACVR1C	0.72703	0.62239	0.95612	0.99125	0.91722	0.84002	0.90125	0.99009	0.85713	0.98608
ACVR2A	0.96543	0.87727	0.9344	0.48866	0.5311	0.96677	0.93302	0.49025	0.6805	0.98915
ACVR2B	0.43858	0.25533	0.92137	0.97348	0.99712	0.98653	0.88558	0.66738	0.40335	0.70944
ACVRL1	0.32373	0.67283	0.89947	0.93231	0.92443	0.8534	0.97308	0.52587	0.62665	0.69395
ACY1	0.58187	0.92152	0.81299	0.90588	0.68833	0.33004	0.63926	0.62381	0.67382	0.37392
ACY3	0.61511	0.73689	0.80905	0.84795	0.755	0.57413	0.97849	0.94742	0.98721	0.3439
ACYP1	0.94955	0.73689	0.47451	0.61176	0.5435	0.73268	0.71789	0.89066	0.91432	0.97397
ACYP2	0.97548	0.47682	0.95117	0.9799	0.88932	0.9588	0.91321	0.9308	0.91517	0.67335
ADA	0.94239	0.51239	0.93815	0.79846	0.87628	0.97398	0.97961	0.8472	0.81065	0.36507
ADAD1	0.87933	0.26361	0.7681	0.78494	0.99972	0.95598	0.87667	0.97129	0.98354	0.96705
ADAD2	0.75793	0.32909	0.96886	0.48649	0.93806	0.88285	0.84953	0.79584	0.97054	0.77422
ADAL	0.79482	0.89384	0.94452	0.84865	0.89309	0.95373	0.55483	0.98882	0.99122	0.7712
ADAM10	0.96388	0.47742	0.90683	0.77063	0.92443	0.44454	0.90118	0.93885	0.61204	0.98401
ADAM11	0.97253	0.86145	0.70164	0.67181	0.96637	0.50722	0.79837	0.87256	0.83982	0.88572
ADAM12	0.78813	0.99865	0.94129	0.97005	0.87529	0.9164	0.69721	0.93289	0.98354	0.78528
ADAM15	0.99594	0.88575	0.58897	0.9887	0.92443	0.88016	0.84922	0.89143	0.99412	0.98457
ADAM17	0.98795	0.41568	0.71772	0.47601	0.6577	0.35557	0.68979	0.40098	0.83801	0.95803
ADAM18	0.55586	0.76567	0.072247	0.033708	0.28894	0.036484	0.33409	0.02439	0.062374	0.51878
ADAM19	0.78903	0.82154	0.73485	0.99298	0.3175	0.99283	0.96007	0.94216	0.26244	0.87855
ADAM2	0.16302	0.2725	0.65405	0.81253	0.97811	0.90027	0.93632	0.74066	0.79909	0.66009
ADAM20	0.68144	0.5067	0.89111	0.91813	0.89732	0.98343	0.83737	0.61146	0.93502	0.87882
ADAM21	0.63884	0.82187	0.897	0.92274	0.98558	0.8435	0.2236	0.96215	0.78664	0.98023
